### Test items ###;;;;;;;;;
id;expected_look;left_side_image;right_side_image;audio_stimulus;left_side_image_animation_start;right_side_image_animation_start;left_side_image_animation_finish;right_side_image_animation_finish;duration
1;FRONT_SIDE;"image1.svg";"image2.svg";"";"";"";"";"";8s
