##ANIMATION##;;;;;;;;;;
x;x_type;y;y_type;width;width_type;height;height_type;rotation;alpha;image
0;"px";0;"px";0;"%";0;"%";-0.7345043624;0;""
0;"px";0;"px";0;"%";0;"%";-0.7082720638;0;""
0;"px";0;"px";0;"%";0;"%";-0.6820397651;0;""
0;"px";0;"px";0;"%";0;"%";-0.6558074664;0;""
0;"px";0;"px";0;"%";0;"%";-0.6295751678;0;""
0;"px";0;"px";0;"%";0;"%";-0.6033428691;0;""
0;"px";0;"px";0;"%";0;"%";-0.5771105705;0;""
0;"px";0;"px";0;"%";0;"%";-0.5508782718;0;""
0;"px";0;"px";0;"%";0;"%";-0.5246459731;0;""
0;"px";0;"px";0;"%";0;"%";-0.4984136745;0;""
0;"px";0;"px";0;"%";0;"%";-0.4721813758;0;""
0;"px";0;"px";0;"%";0;"%";-0.4459490772;0;""
0;"px";0;"px";0;"%";0;"%";-0.4197167785;0;""
0;"px";0;"px";0;"%";0;"%";-0.3934844799;0;""
0;"px";0;"px";0;"%";0;"%";-0.3672521812;0;""
0;"px";0;"px";0;"%";0;"%";-0.3410198825;0;""
0;"px";0;"px";0;"%";0;"%";-0.3147875839;0;""
0;"px";0;"px";0;"%";0;"%";-0.2885552852;0;""
0;"px";0;"px";0;"%";0;"%";-0.2623229866;0;""
0;"px";0;"px";0;"%";0;"%";-0.2360906879;0;""
0;"px";0;"px";0;"%";0;"%";-0.2098583893;0;""
0;"px";0;"px";0;"%";0;"%";-0.1836260906;0;""
0;"px";0;"px";0;"%";0;"%";-0.1573937919;0;""
0;"px";0;"px";0;"%";0;"%";-0.1311614933;0;""
0;"px";0;"px";0;"%";0;"%";-0.1049291946;0;""
0;"px";0;"px";0;"%";0;"%";-0.078696896;0;""
0;"px";0;"px";0;"%";0;"%";-0.0524645973;0;""
0;"px";0;"px";0;"%";0;"%";-0.0262322987;0;""
0;"px";0;"px";0;"%";0;"%";0;0;""
0;"px";0;"px";0;"%";0;"%";0;0;""
0;"px";0;"px";0;"%";0;"%";0;0;""
0;"px";0;"px";0;"%";0;"%";0;0;""
0;"px";0;"px";0;"%";0;"%";0;0;""
0;"px";0;"px";0;"%";0;"%";0;0;""
0;"px";0;"px";0;"%";0;"%";0;0;""
0;"px";0;"px";0;"%";0;"%";0;0;""
0;"px";0;"px";0;"%";0;"%";0;0;""
0;"px";0;"px";0;"%";0;"%";0;0;""
0;"px";0;"px";0;"%";0;"%";0;0;""
0;"px";0;"px";0;"%";0;"%";0;0;""
0;"px";0;"px";0;"%";0;"%";0;0;""
0;"px";0;"px";0;"%";0;"%";0;0;""
0;"px";0;"px";0;"%";0;"%";0;0;""
0;"px";0;"px";0;"%";0;"%";0;0;""
0;"px";0;"px";0;"%";0;"%";0;0;""
0;"px";0;"px";0;"%";0;"%";0;0;""
0;"px";0;"px";0;"%";0;"%";0;0;""
0;"px";0;"px";0;"%";0;"%";0;0;""
0;"px";0;"px";0;"%";0;"%";0;0;""
0;"px";0;"px";0;"%";0;"%";0;0;""
0;"px";0;"px";0;"%";0;"%";0;0;""
0;"px";0;"px";0;"%";0;"%";0;0;""
0;"px";0;"px";0;"%";0;"%";0;0;""
0;"px";0;"px";0;"%";0;"%";0;0;""
-3.1410759078;"px";0;"px";-0.0123359909;"%";-0.0123359909;"%";0;0;""
-6.2790519529;"px";0;"px";-0.0493317893;"%";-0.0493317893;"%";0;0;""
-9.4108313319;"px";0;"px";-0.1109508849;"%";-0.1109508849;"%";0;0;""
-12.5333233564;"px";0;"px";-0.1971324671;"%";-0.1971324671;"%";0;0;""
-15.643446504;"px";0;"px";-0.3077914851;"%";-0.3077914851;"%";0;0;""
-18.7381314586;"px";0;"px";-0.4428187318;"%";-0.4428187318;"%";0;0;""
-21.8143241397;"px";0;"px";-0.6020809515;"%";-0.6020809515;"%";0;0;""
-24.8689887165;"px";0;"px";-0.7854209718;"%";-0.7854209718;"%";0;0;""
-27.8991106039;"px";0;"px";-0.9926578581;"%";-0.9926578581;"%";0;0;""
-30.9016994375;"px";0;"px";-1.2235870926;"%";-1.2235870926;"%";0;0;""
-33.8737920245;"px";0;"px";-1.4779807761;"%";-1.4779807761;"%";0;0;""
-36.8124552685;"px";0;"px";-1.7555878528;"%";-1.7555878528;"%";0;0;""
-39.7147890635;"px";0;"px";-2.0561343579;"%";-2.0561343579;"%";0;0;""
-42.5779291565;"px";0;"px";-2.3793236883;"%";-2.3793236883;"%";0;0;""
-45.399049974;"px";0;"px";-2.7248368953;"%";-2.7248368953;"%";0;0;""
-48.1753674102;"px";0;"px";-3.0923329989;"%";-3.0923329989;"%";0;0;""
-50.904141575;"px";0;"px";-3.4814493249;"%";-3.4814493249;"%";0;0;""
-53.5826794979;"px";0;"px";-3.8918018624;"%";-3.8918018624;"%";0;0;""
-56.2083377852;"px";0;"px";-4.3229856431;"%";-4.3229856431;"%";0;0;""
-58.7785252292;"px";0;"px";-4.7745751406;"%";-4.7745751406;"%";0;0;""
-61.2907053653;"px";0;"px";-5.2461246906;"%";-5.2461246906;"%";0;0;""
-63.7423989749;"px";0;"px";-5.7371689306;"%";-5.7371689306;"%";0;0;""
-66.1311865324;"px";0;"px";-6.2472232592;"%";-6.2472232592;"%";0;0;""
-68.4547105929;"px";0;"px";-6.7757843145;"%";-6.7757843145;"%";0;0;""
-70.7106781187;"px";0;"px";-7.3223304703;"%";-7.3223304703;"%";0;0;""
-72.8968627421;"px";0;"px";-7.8863223518;"%";-7.8863223518;"%";0;0;""
-75.011106963;"px";0;"px";-8.4672033669;"%";-8.4672033669;"%";0;0;""
-77.0513242776;"px";0;"px";-9.0644002563;"%";-9.0644002563;"%";0;0;""
-79.0155012376;"px";0;"px";-9.6773236587;"%";-9.6773236587;"%";0;0;""
-80.9016994375;"px";0;"px";-10.3053686927;"%";-10.3053686927;"%";0;0;""
-82.7080574275;"px";0;"px";-10.9479155537;"%";-10.9479155537;"%";0;0;""
-84.4327925502;"px";0;"px";-11.6043301255;"%";-11.6043301255;"%";0;0;""
-86.0742027004;"px";0;"px";-12.2739646062;"%";-12.2739646062;"%";0;0;""
-87.6306680044;"px";0;"px";-12.9561581475;"%";-12.9561581475;"%";0;0;""
-89.1006524188;"px";0;"px";-13.6502375065;"%";-13.6502375065;"%";0;0;""
-90.4827052466;"px";0;"px";-14.3555177109;"%";-14.3555177109;"%";0;0;""
-91.7754625684;"px";0;"px";-15.0713027341;"%";-15.0713027341;"%";0;0;""
-92.9776485888;"px";0;"px";-15.7968861829;"%";-15.7968861829;"%";0;0;""
-94.0880768954;"px";0;"px";-16.5315519939;"%";-16.5315519939;"%";0;0;""
-95.1056516295;"px";0;"px";-17.2745751406;"%";-17.2745751406;"%";0;0;""
-96.0293685677;"px";0;"px";-18.025222349;"%";-18.025222349;"%";0;0;""
-96.8583161129;"px";0;"px";-18.7827528209;"%";-18.7827528209;"%";0;0;""
-97.5916761939;"px";0;"px";-19.5464189651;"%";-19.5464189651;"%";0;0;""
-98.2287250729;"px";0;"px";-20.3154671354;"%";-20.3154671354;"%";0;0;""
-98.7688340595;"px";0;"px";-21.089138374;"%";-21.089138374;"%";0;0;""
-99.2114701314;"px";0;"px";-21.8666691609;"%";-21.8666691609;"%";0;0;""
-99.5561964603;"px";0;"px";-22.647292167;"%";-22.647292167;"%";0;0;""
-99.8026728428;"px";0;"px";-23.4302370118;"%";-23.4302370118;"%";0;0;""
-99.9506560366;"px";0;"px";-24.214731023;"%";-24.214731023;"%";0;0;""
-100;"px";0;"px";-25;"%";-25;"%";0;0;""
-99.9506560366;"px";0;"px";-25.785268977;"%";-25.785268977;"%";0;0;""
-99.8026728428;"px";0;"px";-26.5697629882;"%";-26.5697629882;"%";0;0;""
-99.5561964603;"px";0;"px";-27.352707833;"%";-27.352707833;"%";0;0;""
-99.2114701314;"px";0;"px";-28.1333308391;"%";-28.1333308391;"%";0;0;""
-98.7688340595;"px";0;"px";-28.910861626;"%";-28.910861626;"%";0;0;""
-98.2287250729;"px";0;"px";-29.6845328646;"%";-29.6845328646;"%";0;0;""
-97.5916761939;"px";0;"px";-30.4535810349;"%";-30.4535810349;"%";0;0;""
-96.8583161129;"px";0;"px";-31.2172471791;"%";-31.2172471791;"%";0;0;""
-96.0293685677;"px";0;"px";-31.974777651;"%";-31.974777651;"%";0;0;""
-95.1056516295;"px";0;"px";-32.7254248594;"%";-32.7254248594;"%";0;0;""
-94.0880768954;"px";0;"px";-33.4684480061;"%";-33.4684480061;"%";0;0;""
-92.9776485888;"px";0;"px";-34.2031138171;"%";-34.2031138171;"%";0;0;""
-91.7754625684;"px";0;"px";-34.9286972659;"%";-34.9286972659;"%";0;0;""
-90.4827052466;"px";0;"px";-35.6444822891;"%";-35.6444822891;"%";0;0;""
-89.1006524188;"px";0;"px";-36.3497624935;"%";-36.3497624935;"%";0;0;""
-87.6306680044;"px";0;"px";-37.0438418525;"%";-37.0438418525;"%";0;0;""
-86.0742027004;"px";0;"px";-37.7260353938;"%";-37.7260353938;"%";0;0;""
-84.4327925502;"px";0;"px";-38.3956698745;"%";-38.3956698745;"%";0;0;""
-82.7080574275;"px";0;"px";-39.0520844463;"%";-39.0520844463;"%";0;0;""
-80.9016994375;"px";0;"px";-39.6946313073;"%";-39.6946313073;"%";0;0;""
-79.0155012376;"px";0;"px";-40.3226763413;"%";-40.3226763413;"%";0;0;""
-77.0513242776;"px";0;"px";-40.9355997437;"%";-40.9355997437;"%";0;0;""
-75.011106963;"px";0;"px";-41.5327966331;"%";-41.5327966331;"%";0;0;""
-72.8968627421;"px";0;"px";-42.1136776482;"%";-42.1136776482;"%";0;0;""
-70.7106781187;"px";0;"px";-42.6776695297;"%";-42.6776695297;"%";0;0;""
-68.4547105929;"px";0;"px";-43.2242156855;"%";-43.2242156855;"%";0;0;""
-66.1311865324;"px";0;"px";-43.7527767408;"%";-43.7527767408;"%";0;0;""
-63.7423989749;"px";0;"px";-44.2628310694;"%";-44.2628310694;"%";0;0;""
-61.2907053653;"px";0;"px";-44.7538753094;"%";-44.7538753094;"%";0;0;""
-58.7785252292;"px";0;"px";-45.2254248594;"%";-45.2254248594;"%";0;0;""
-56.2083377852;"px";0;"px";-45.6770143569;"%";-45.6770143569;"%";0;0;""
-53.5826794979;"px";0;"px";-46.1081981376;"%";-46.1081981376;"%";0;0;""
-50.904141575;"px";0;"px";-46.5185506751;"%";-46.5185506751;"%";0;0;""
-48.1753674102;"px";0;"px";-46.9076670011;"%";-46.9076670011;"%";0;0;""
-45.399049974;"px";0;"px";-47.2751631047;"%";-47.2751631047;"%";0;0;""
-42.5779291565;"px";0;"px";-47.6206763117;"%";-47.6206763117;"%";0;0;""
-39.7147890635;"px";0;"px";-47.9438656421;"%";-47.9438656421;"%";0;0;""
-36.8124552685;"px";0;"px";-48.2444121472;"%";-48.2444121472;"%";0;0;""
-33.8737920245;"px";0;"px";-48.5220192239;"%";-48.5220192239;"%";0;0;""
-30.9016994375;"px";0;"px";-48.7764129074;"%";-48.7764129074;"%";0;0;""
-27.8991106039;"px";0;"px";-49.0073421419;"%";-49.0073421419;"%";0;0;""
-24.8689887165;"px";0;"px";-49.2145790282;"%";-49.2145790282;"%";0;0;""
-21.8143241397;"px";0;"px";-49.3979190485;"%";-49.3979190485;"%";0;0;""
-18.7381314586;"px";0;"px";-49.5571812682;"%";-49.5571812682;"%";0;0;""
-15.643446504;"px";0;"px";-49.6922085149;"%";-49.6922085149;"%";0;0;""
-12.5333233564;"px";0;"px";-49.8028675329;"%";-49.8028675329;"%";0;0;""
-9.4108313319;"px";0;"px";-49.8890491151;"%";-49.8890491151;"%";0;0;""
-6.2790519529;"px";0;"px";-49.9506682107;"%";-49.9506682107;"%";0;0;""
-3.1410759078;"px";0;"px";-49.9876640091;"%";-49.9876640091;"%";0;0;""
0;"px";0;"px";-50;"%";-50;"%";0;0;""
3.1410759078;"px";0;"px";-49.9876640091;"%";-49.9876640091;"%";0;0;""
6.2790519529;"px";0;"px";-49.9506682107;"%";-49.9506682107;"%";0;0;""
9.4108313319;"px";0;"px";-49.8890491151;"%";-49.8890491151;"%";0;0;""
12.5333233564;"px";0;"px";-49.8028675329;"%";-49.8028675329;"%";0;0;""
15.643446504;"px";0;"px";-49.6922085149;"%";-49.6922085149;"%";0;0;""
18.7381314586;"px";0;"px";-49.5571812682;"%";-49.5571812682;"%";0;0;""
21.8143241397;"px";0;"px";-49.3979190485;"%";-49.3979190485;"%";0;0;""
24.8689887165;"px";0;"px";-49.2145790282;"%";-49.2145790282;"%";0;0;""
27.8991106039;"px";0;"px";-49.0073421419;"%";-49.0073421419;"%";0;0;""
30.9016994375;"px";0;"px";-48.7764129074;"%";-48.7764129074;"%";0;0;""
33.8737920245;"px";0;"px";-48.5220192239;"%";-48.5220192239;"%";0;0;""
36.8124552685;"px";0;"px";-48.2444121472;"%";-48.2444121472;"%";0;0;""
39.7147890635;"px";0;"px";-47.9438656421;"%";-47.9438656421;"%";0;0;""
42.5779291565;"px";0;"px";-47.6206763117;"%";-47.6206763117;"%";0;0;""
45.399049974;"px";0;"px";-47.2751631047;"%";-47.2751631047;"%";0;0;""
48.1753674102;"px";0;"px";-46.9076670011;"%";-46.9076670011;"%";0;0;""
50.904141575;"px";0;"px";-46.5185506751;"%";-46.5185506751;"%";0;0;""
53.5826794979;"px";0;"px";-46.1081981376;"%";-46.1081981376;"%";0;0;""
56.2083377852;"px";0;"px";-45.6770143569;"%";-45.6770143569;"%";0;0;""
58.7785252292;"px";0;"px";-45.2254248594;"%";-45.2254248594;"%";0;0;""
61.2907053653;"px";0;"px";-44.7538753094;"%";-44.7538753094;"%";0;0;""
63.7423989749;"px";0;"px";-44.2628310694;"%";-44.2628310694;"%";0;0;""
66.1311865324;"px";0;"px";-43.7527767408;"%";-43.7527767408;"%";0;0;""
68.4547105929;"px";0;"px";-43.2242156855;"%";-43.2242156855;"%";0;0;""
70.7106781187;"px";0;"px";-42.6776695297;"%";-42.6776695297;"%";0;0;""
72.8968627421;"px";0;"px";-42.1136776482;"%";-42.1136776482;"%";0;0;""
75.011106963;"px";0;"px";-41.5327966331;"%";-41.5327966331;"%";0;0;""
77.0513242776;"px";0;"px";-40.9355997437;"%";-40.9355997437;"%";0;0;""
79.0155012376;"px";0;"px";-40.3226763413;"%";-40.3226763413;"%";0;0;""
80.9016994375;"px";0;"px";-39.6946313073;"%";-39.6946313073;"%";0;0;""
82.7080574275;"px";0;"px";-39.0520844463;"%";-39.0520844463;"%";0;0;""
84.4327925502;"px";0;"px";-38.3956698745;"%";-38.3956698745;"%";0;0;""
86.0742027004;"px";0;"px";-37.7260353938;"%";-37.7260353938;"%";0;0;""
87.6306680044;"px";0;"px";-37.0438418525;"%";-37.0438418525;"%";0;0;""
89.1006524188;"px";0;"px";-36.3497624935;"%";-36.3497624935;"%";0;0;""
90.4827052466;"px";0;"px";-35.6444822891;"%";-35.6444822891;"%";0;0;""
91.7754625684;"px";0;"px";-34.9286972659;"%";-34.9286972659;"%";0;0;""
92.9776485888;"px";0;"px";-34.2031138171;"%";-34.2031138171;"%";0;0;""
94.0880768954;"px";0;"px";-33.4684480061;"%";-33.4684480061;"%";0;0;""
95.1056516295;"px";0;"px";-32.7254248594;"%";-32.7254248594;"%";0;0;""
96.0293685677;"px";0;"px";-31.974777651;"%";-31.974777651;"%";0;0;""
96.8583161129;"px";0;"px";-31.2172471791;"%";-31.2172471791;"%";0;0;""
97.5916761939;"px";0;"px";-30.4535810349;"%";-30.4535810349;"%";0;0;""
98.2287250729;"px";0;"px";-29.6845328646;"%";-29.6845328646;"%";0;0;""
98.7688340595;"px";0;"px";-28.910861626;"%";-28.910861626;"%";0;0;""
99.2114701314;"px";0;"px";-28.1333308391;"%";-28.1333308391;"%";0;0;""
99.5561964603;"px";0;"px";-27.352707833;"%";-27.352707833;"%";0;0;""
99.8026728428;"px";0;"px";-26.5697629882;"%";-26.5697629882;"%";0;0;""
99.9506560366;"px";0;"px";-25.785268977;"%";-25.785268977;"%";0;0;""
100;"px";0;"px";-25;"%";-25;"%";0;0;""
99.9506560366;"px";0;"px";-24.214731023;"%";-24.214731023;"%";0;0;""
99.8026728428;"px";0;"px";-23.4302370118;"%";-23.4302370118;"%";0;0;""
99.5561964603;"px";0;"px";-22.647292167;"%";-22.647292167;"%";0;0;""
99.2114701314;"px";0;"px";-21.8666691609;"%";-21.8666691609;"%";0;0;""
98.7688340595;"px";0;"px";-21.089138374;"%";-21.089138374;"%";0;0;""
98.2287250729;"px";0;"px";-20.3154671354;"%";-20.3154671354;"%";0;0;""
97.5916761939;"px";0;"px";-19.5464189651;"%";-19.5464189651;"%";0;0;""
96.8583161129;"px";0;"px";-18.7827528209;"%";-18.7827528209;"%";0;0;""
96.0293685677;"px";0;"px";-18.025222349;"%";-18.025222349;"%";0;0;""
95.1056516295;"px";0;"px";-17.2745751406;"%";-17.2745751406;"%";0;0;""
94.0880768954;"px";0;"px";-16.5315519939;"%";-16.5315519939;"%";0;0;""
92.9776485888;"px";0;"px";-15.7968861829;"%";-15.7968861829;"%";0;0;""
91.7754625684;"px";0;"px";-15.0713027341;"%";-15.0713027341;"%";0;0;""
90.4827052466;"px";0;"px";-14.3555177109;"%";-14.3555177109;"%";0;0;""
89.1006524188;"px";0;"px";-13.6502375065;"%";-13.6502375065;"%";0;0;""
87.6306680044;"px";0;"px";-12.9561581475;"%";-12.9561581475;"%";0;0;""
86.0742027004;"px";0;"px";-12.2739646062;"%";-12.2739646062;"%";0;0;""
84.4327925502;"px";0;"px";-11.6043301255;"%";-11.6043301255;"%";0;0;""
82.7080574275;"px";0;"px";-10.9479155537;"%";-10.9479155537;"%";0;0;""
80.9016994375;"px";0;"px";-10.3053686927;"%";-10.3053686927;"%";0;0;""
79.0155012376;"px";0;"px";-9.6773236587;"%";-9.6773236587;"%";0;0;""
77.0513242776;"px";0;"px";-9.0644002563;"%";-9.0644002563;"%";0;0;""
75.011106963;"px";0;"px";-8.4672033669;"%";-8.4672033669;"%";0;0;""
72.8968627421;"px";0;"px";-7.8863223518;"%";-7.8863223518;"%";0;0;""
70.7106781187;"px";0;"px";-7.3223304703;"%";-7.3223304703;"%";0;0;""
68.4547105929;"px";0;"px";-6.7757843145;"%";-6.7757843145;"%";0;0;""
66.1311865324;"px";0;"px";-6.2472232592;"%";-6.2472232592;"%";0;0;""
63.7423989749;"px";0;"px";-5.7371689306;"%";-5.7371689306;"%";0;0;""
61.2907053653;"px";0;"px";-5.2461246906;"%";-5.2461246906;"%";0;0;""
58.7785252292;"px";0;"px";-4.7745751406;"%";-4.7745751406;"%";0;0;""
56.2083377852;"px";0;"px";-4.3229856431;"%";-4.3229856431;"%";0;0;""
53.5826794979;"px";0;"px";-3.8918018624;"%";-3.8918018624;"%";0;0;""
50.904141575;"px";0;"px";-3.4814493249;"%";-3.4814493249;"%";0;0;""
48.1753674102;"px";0;"px";-3.0923329989;"%";-3.0923329989;"%";0;0;""
45.399049974;"px";0;"px";-2.7248368953;"%";-2.7248368953;"%";0;0;""
42.5779291565;"px";0;"px";-2.3793236883;"%";-2.3793236883;"%";0;0;""
39.7147890635;"px";0;"px";-2.0561343579;"%";-2.0561343579;"%";0;0;""
36.8124552685;"px";0;"px";-1.7555878528;"%";-1.7555878528;"%";0;0;""
33.8737920245;"px";0;"px";-1.4779807761;"%";-1.4779807761;"%";0;0;""
30.9016994375;"px";0;"px";-1.2235870926;"%";-1.2235870926;"%";0;0;""
27.8991106039;"px";0;"px";-0.9926578581;"%";-0.9926578581;"%";0;0;""
24.8689887165;"px";0;"px";-0.7854209718;"%";-0.7854209718;"%";0;0;""
21.8143241397;"px";0;"px";-0.6020809515;"%";-0.6020809515;"%";0;0;""
18.7381314586;"px";0;"px";-0.4428187318;"%";-0.4428187318;"%";0;0;""
15.643446504;"px";0;"px";-0.3077914851;"%";-0.3077914851;"%";0;0;""
12.5333233564;"px";0;"px";-0.1971324671;"%";-0.1971324671;"%";0;0;""
9.4108313319;"px";0;"px";-0.1109508849;"%";-0.1109508849;"%";0;0;""
6.2790519529;"px";0;"px";-0.0493317893;"%";-0.0493317893;"%";0;0;""
3.1410759078;"px";0;"px";-0.0123359909;"%";-0.0123359909;"%";0;0;""
0;"px";0;"px";0;"%";0;"%";0;0;""
-3.1410759078;"px";0;"px";-0.0123359909;"%";-0.0123359909;"%";0;0;""
-6.2790519529;"px";0;"px";-0.0493317893;"%";-0.0493317893;"%";0;0;""
-9.4108313319;"px";0;"px";-0.1109508849;"%";-0.1109508849;"%";0;0;""
-12.5333233564;"px";0;"px";-0.1971324671;"%";-0.1971324671;"%";0;0;""
-15.643446504;"px";0;"px";-0.3077914851;"%";-0.3077914851;"%";0;0;""
-18.7381314586;"px";0;"px";-0.4428187318;"%";-0.4428187318;"%";0;0;""
-21.8143241397;"px";0;"px";-0.6020809515;"%";-0.6020809515;"%";0;0;""
-24.8689887165;"px";0;"px";-0.7854209718;"%";-0.7854209718;"%";0;0;""
-27.8991106039;"px";0;"px";-0.9926578581;"%";-0.9926578581;"%";0;0;""
-30.9016994375;"px";0;"px";-1.2235870926;"%";-1.2235870926;"%";0;0;""
-33.8737920245;"px";0;"px";-1.4779807761;"%";-1.4779807761;"%";0;0;""
-36.8124552685;"px";0;"px";-1.7555878528;"%";-1.7555878528;"%";0;0;""
-39.7147890635;"px";0;"px";-2.0561343579;"%";-2.0561343579;"%";0;0;""
-42.5779291565;"px";0;"px";-2.3793236883;"%";-2.3793236883;"%";0;0;""
-45.399049974;"px";0;"px";-2.7248368953;"%";-2.7248368953;"%";0;0;""
-48.1753674102;"px";0;"px";-3.0923329989;"%";-3.0923329989;"%";0;0;""
-50.904141575;"px";0;"px";-3.4814493249;"%";-3.4814493249;"%";0;0;""
-53.5826794979;"px";0;"px";-3.8918018624;"%";-3.8918018624;"%";0;0;""
-56.2083377852;"px";0;"px";-4.3229856431;"%";-4.3229856431;"%";0;0;""
-58.7785252292;"px";0;"px";-4.7745751406;"%";-4.7745751406;"%";0;0;""
-61.2907053653;"px";0;"px";-5.2461246906;"%";-5.2461246906;"%";0;0;""
-63.7423989749;"px";0;"px";-5.7371689306;"%";-5.7371689306;"%";0;0;""
-66.1311865324;"px";0;"px";-6.2472232592;"%";-6.2472232592;"%";0;0;""
-68.4547105929;"px";0;"px";-6.7757843145;"%";-6.7757843145;"%";0;0;""
-70.7106781187;"px";0;"px";-7.3223304703;"%";-7.3223304703;"%";0;0;""
-72.8968627421;"px";0;"px";-7.8863223518;"%";-7.8863223518;"%";0;0;""
-75.011106963;"px";0;"px";-8.4672033669;"%";-8.4672033669;"%";0;0;""
-77.0513242776;"px";0;"px";-9.0644002563;"%";-9.0644002563;"%";0;0;""
-79.0155012376;"px";0;"px";-9.6773236587;"%";-9.6773236587;"%";0;0;""
-80.9016994375;"px";0;"px";-10.3053686927;"%";-10.3053686927;"%";0;0;""
-82.7080574275;"px";0;"px";-10.9479155537;"%";-10.9479155537;"%";0;0;""
-84.4327925502;"px";0;"px";-11.6043301255;"%";-11.6043301255;"%";0;0;""
-86.0742027004;"px";0;"px";-12.2739646062;"%";-12.2739646062;"%";0;0;""
-87.6306680044;"px";0;"px";-12.9561581475;"%";-12.9561581475;"%";0;0;""
-89.1006524188;"px";0;"px";-13.6502375065;"%";-13.6502375065;"%";0;0;""
-90.4827052466;"px";0;"px";-14.3555177109;"%";-14.3555177109;"%";0;0;""
-91.7754625684;"px";0;"px";-15.0713027341;"%";-15.0713027341;"%";0;0;""
-92.9776485888;"px";0;"px";-15.7968861829;"%";-15.7968861829;"%";0;0;""
-94.0880768954;"px";0;"px";-16.5315519939;"%";-16.5315519939;"%";0;0;""
-95.1056516295;"px";0;"px";-17.2745751406;"%";-17.2745751406;"%";0;0;""
-96.0293685677;"px";0;"px";-18.025222349;"%";-18.025222349;"%";0;0;""
-96.8583161129;"px";0;"px";-18.7827528209;"%";-18.7827528209;"%";0;0;""
-97.5916761939;"px";0;"px";-19.5464189651;"%";-19.5464189651;"%";0;0;""
-98.2287250729;"px";0;"px";-20.3154671354;"%";-20.3154671354;"%";0;0;""
-98.7688340595;"px";0;"px";-21.089138374;"%";-21.089138374;"%";0;0;""
-99.2114701314;"px";0;"px";-21.8666691609;"%";-21.8666691609;"%";0;0;""
-99.5561964603;"px";0;"px";-22.647292167;"%";-22.647292167;"%";0;0;""
-99.8026728428;"px";0;"px";-23.4302370118;"%";-23.4302370118;"%";0;0;""
-99.9506560366;"px";0;"px";-24.214731023;"%";-24.214731023;"%";0;0;""
-100;"px";0;"px";-25;"%";-25;"%";0;0;""
-99.9506560366;"px";0;"px";-25.785268977;"%";-25.785268977;"%";0;0;""
-99.8026728428;"px";0;"px";-26.5697629882;"%";-26.5697629882;"%";0;0;""
-99.5561964603;"px";0;"px";-27.352707833;"%";-27.352707833;"%";0;0;""
-99.2114701314;"px";0;"px";-28.1333308391;"%";-28.1333308391;"%";0;0;""
-98.7688340595;"px";0;"px";-28.910861626;"%";-28.910861626;"%";0;0;""
-98.2287250729;"px";0;"px";-29.6845328646;"%";-29.6845328646;"%";0;0;""
-97.5916761939;"px";0;"px";-30.4535810349;"%";-30.4535810349;"%";0;0;""
-96.8583161129;"px";0;"px";-31.2172471791;"%";-31.2172471791;"%";0;0;""
-96.0293685677;"px";0;"px";-31.974777651;"%";-31.974777651;"%";0;0;""
-95.1056516295;"px";0;"px";-32.7254248594;"%";-32.7254248594;"%";0;0;""
-94.0880768954;"px";0;"px";-33.4684480061;"%";-33.4684480061;"%";0;0;""
-92.9776485888;"px";0;"px";-34.2031138171;"%";-34.2031138171;"%";0;0;""
-91.7754625684;"px";0;"px";-34.9286972659;"%";-34.9286972659;"%";0;0;""
-90.4827052466;"px";0;"px";-35.6444822891;"%";-35.6444822891;"%";0;0;""
-89.1006524188;"px";0;"px";-36.3497624935;"%";-36.3497624935;"%";0;0;""
-87.6306680044;"px";0;"px";-37.0438418525;"%";-37.0438418525;"%";0;0;""
-86.0742027004;"px";0;"px";-37.7260353938;"%";-37.7260353938;"%";0;0;""
-84.4327925502;"px";0;"px";-38.3956698745;"%";-38.3956698745;"%";0;0;""
-82.7080574275;"px";0;"px";-39.0520844463;"%";-39.0520844463;"%";0;0;""
-80.9016994375;"px";0;"px";-39.6946313073;"%";-39.6946313073;"%";0;0;""
-79.0155012376;"px";0;"px";-40.3226763413;"%";-40.3226763413;"%";0;0;""
-77.0513242776;"px";0;"px";-40.9355997437;"%";-40.9355997437;"%";0;0;""
-75.011106963;"px";0;"px";-41.5327966331;"%";-41.5327966331;"%";0;0;""
-72.8968627421;"px";0;"px";-42.1136776482;"%";-42.1136776482;"%";0;0;""
-70.7106781187;"px";0;"px";-42.6776695297;"%";-42.6776695297;"%";0;0;""
-68.4547105929;"px";0;"px";-43.2242156855;"%";-43.2242156855;"%";0;0;""
-66.1311865324;"px";0;"px";-43.7527767408;"%";-43.7527767408;"%";0;0;""
-63.7423989749;"px";0;"px";-44.2628310694;"%";-44.2628310694;"%";0;0;""
-61.2907053653;"px";0;"px";-44.7538753094;"%";-44.7538753094;"%";0;0;""
-58.7785252292;"px";0;"px";-45.2254248594;"%";-45.2254248594;"%";0;0;""
-56.2083377852;"px";0;"px";-45.6770143569;"%";-45.6770143569;"%";0;0;""
-53.5826794979;"px";0;"px";-46.1081981376;"%";-46.1081981376;"%";0;0;""
-50.904141575;"px";0;"px";-46.5185506751;"%";-46.5185506751;"%";0;0;""
-48.1753674102;"px";0;"px";-46.9076670011;"%";-46.9076670011;"%";0;0;""
-45.399049974;"px";0;"px";-47.2751631047;"%";-47.2751631047;"%";0;0;""
-42.5779291565;"px";0;"px";-47.6206763117;"%";-47.6206763117;"%";0;0;""
